9,JOB2,RTGS,189,Google,Delhi,SBI,DEBIT
14,JOB3,IFT,294,Apple,Mumbai,HDFC,DEBIT
23,JOB4,CASH,880,Tesla,Chennai,CITI,CREDIT
2,JOB1,NEFT,109,Qualcomm,Lucknow,RBI,DEBIT
7,JOB2,RTGS,181,Intel,Kolkata,ICICI,CREDIT
17,JOB3,IFT,283,SpaceX,Bangalore,SBI,DEBIT
25,JOB4,CASH,853,Reliance,Boston,HDFC,DEBIT
2,JOB1,NEFT,131,Xiaomi,NY,CITI,DEBIT
7,JOB2,RTGS,214,Airtel,Singapore,RBI,CREDIT
10,JOB3,IFT,327,Nucleus,London,ICICI,DEBIT
22,JOB4,CASH,962,Google,Mexico,SBI,CREDIT
1,JOB1,NEFT,108,Apple,Moscow,HDFC,DEBIT
6,JOB2,RTGS,179,Tesla,Taiwan,CITI,DEBIT
15,JOB3,IFT,280,Qualcomm,Tokyo,RBI,CREDIT
25,JOB4,CASH,845,Intel,Miami,ICICI,CREDIT
2,JOB1,NEFT,50,SpaceX,Nepal,SBI,DEBIT
9,JOB2,RTGS,92,Reliance,Assam,HDFC,DEBIT
16,JOB3,IFT,165,Xiaomi,Goa,CITI,CREDIT
24,JOB4,CASH,556,Airtel,Hyderabad,RBI,DEBIT
1,JOB1,NEFT,47,Nucleus,Noida,ICICI,CREDIT
8,JOB2,RTGS,88,Google,Delhi,SBI,CREDIT
13,JOB3,IFT,158,Apple,Mumbai,HDFC,DEBIT
22,JOB4,CASH,540,Tesla,Chennai,CITI,DEBIT
4,JOB1,NEFT,106,Qualcomm,Lucknow,RBI,CREDIT
5,JOB2,RTGS,177,Intel,Kolkata,ICICI,DEBIT
17,JOB3,IFT,278,SpaceX,Bangalore,SBI,CREDIT
22,JOB4,CASH,839,Reliance,Boston,HDFC,DEBIT
4,JOB1,NEFT,93,Xiaomi,NY,CITI,DEBIT
7,JOB2,RTGS,157,Airtel,Singapore,RBI,DEBIT
16,JOB3,IFT,251,Nucleus,London,ICICI,CREDIT
27,JOB4,CASH,773,Google,Mexico,SBI,DEBIT
2,JOB1,NEFT,67,Apple,Moscow,HDFC,DEBIT
8,JOB2,RTGS,118,Tesla,Taiwan,CITI,CREDIT
16,JOB3,IFT,199,Qualcomm,Tokyo,RBI,DEBIT
20,JOB4,CASH,642,Intel,Miami,ICICI,DEBIT
3,JOB1,NEFT,47,SpaceX,Nepal,SBI,CREDIT
8,JOB2,RTGS,88,Reliance,Assam,HDFC,DEBIT
14,JOB3,IFT,159,Xiaomi,Goa,CITI,DEBIT
20,JOB4,CASH,543,Airtel,Hyderabad,RBI,CREDIT
2,JOB1,NEFT,42,Nucleus,Noida,ICICI,DEBIT
9,JOB2,RTGS,80,Google,Delhi,SBI,DEBIT
15,JOB3,IFT,148,Apple,Mumbai,HDFC,CREDIT
20,JOB4,CASH,516,Tesla,Chennai,CITI,DEBIT
3,JOB1,NEFT,130,Qualcomm,Lucknow,RBI,CREDIT
6,JOB2,RTGS,212,Intel,Kolkata,ICICI,CREDIT
11,JOB3,IFT,324,SpaceX,Bangalore,SBI,DEBIT
27,JOB4,CASH,956,Reliance,Boston,HDFC,CREDIT
3,JOB1,NEFT,105,Xiaomi,NY,CITI,CREDIT
8,JOB2,RTGS,175,Airtel,Singapore,RBI,DEBIT
17,JOB3,IFT,275,Nucleus,London,ICICI,DEBIT
25,JOB4,CASH,832,Google,Mexico,SBI,CREDIT
3,JOB1,NEFT,77,Apple,Moscow,HDFC,DEBIT
6,JOB2,RTGS,133,Tesla,Taiwan,CITI,CREDIT
10,JOB3,IFT,218,Qualcomm,Tokyo,RBI,CREDIT
24,JOB4,CASH,690,Intel,Miami,ICICI,DEBIT
3,JOB1,NEFT,85,SpaceX,Nepal,SBI,DEBIT
5,JOB2,RTGS,146,Reliance,Assam,HDFC,DEBIT
11,JOB3,IFT,236,Xiaomi,Goa,CITI,DEBIT
23,JOB4,CASH,734,Airtel,Hyderabad,RBI,DEBIT
2,JOB1,NEFT,40,Nucleus,Noida,ICICI,CREDIT
5,JOB2,RTGS,78,Google,Delhi,SBI,DEBIT
14,JOB3,IFT,145,Apple,Mumbai,HDFC,CREDIT
21,JOB4,CASH,507,Tesla,Chennai,CITI,DEBIT
1,JOB1,NEFT,50,Qualcomm,Lucknow,RBI,DEBIT
5,JOB2,RTGS,93,Intel,Kolkata,ICICI,CREDIT
16,JOB3,IFT,165,SpaceX,Bangalore,SBI,CREDIT
22,JOB4,CASH,558,Reliance,Boston,HDFC,DEBIT
2,JOB1,NEFT,138,Xiaomi,NY,CITI,CREDIT
7,JOB2,RTGS,225,Airtel,Singapore,RBI,DEBIT
11,JOB3,IFT,341,Nucleus,London,ICICI,DEBIT
27,JOB4,CASH,998,Google,Mexico,SBI,CREDIT
1,JOB1,NEFT,71,Apple,Moscow,HDFC,DEBIT
6,JOB2,RTGS,124,Tesla,Taiwan,CITI,DEBIT
10,JOB3,IFT,207,Qualcomm,Tokyo,RBI,DEBIT
22,JOB4,CASH,663,Intel,Miami,ICICI,DEBIT
3,JOB1,NEFT,58,SpaceX,Nepal,SBI,DEBIT
9,JOB2,RTGS,104,Reliance,Assam,HDFC,DEBIT
16,JOB3,IFT,180,Xiaomi,Goa,CITI,CREDIT
22,JOB4,CASH,596,Airtel,Hyderabad,RBI,DEBIT
4,JOB1,NEFT,110,Nucleus,Noida,ICICI,DEBIT
8,JOB2,RTGS,183,Google,Delhi,SBI,CREDIT
13,JOB3,IFT,285,Apple,Mumbai,HDFC,DEBIT
23,JOB4,CASH,858,Tesla,Chennai,CITI,DEBIT
2,JOB1,NEFT,85,Qualcomm,Lucknow,RBI,DEBIT
9,JOB2,RTGS,145,Intel,Kolkata,ICICI,DEBIT
17,JOB3,IFT,235,SpaceX,Bangalore,SBI,CREDIT
21,JOB4,CASH,732,Reliance,Boston,HDFC,DEBIT
1,JOB1,NEFT,61,Xiaomi,NY,CITI,DEBIT
8,JOB2,RTGS,109,Airtel,Singapore,RBI,DEBIT
15,JOB3,IFT,187,Nucleus,London,ICICI,DEBIT
20,JOB4,CASH,613,Google,Mexico,SBI,DEBIT
4,JOB1,NEFT,61,Apple,Moscow,HDFC,CREDIT
9,JOB2,RTGS,109,Tesla,Taiwan,CITI,DEBIT
15,JOB3,IFT,187,Qualcomm,Tokyo,RBI,DEBIT
24,JOB4,CASH,613,Intel,Miami,ICICI,DEBIT
2,JOB1,NEFT,52,SpaceX,Nepal,SBI,DEBIT
5,JOB2,RTGS,95,Reliance,Assam,HDFC,DEBIT
11,JOB3,IFT,168,Xiaomi,Goa,CITI,CREDIT
25,JOB4,CASH,566,Airtel,Hyderabad,RBI,CREDIT
4,JOB1,NEFT,67,Nucleus,Noida,ICICI,DEBIT
5,JOB2,RTGS,119,Google,Delhi,SBI,CREDIT
17,JOB3,IFT,199,Apple,Mumbai,HDFC,CREDIT
23,JOB4,CASH,644,Tesla,Chennai,CITI,DEBIT
1,JOB1,NEFT,64,Qualcomm,Lucknow,RBI,CREDIT
9,JOB2,RTGS,114,Intel,Kolkata,ICICI,DEBIT
15,JOB3,IFT,193,SpaceX,Bangalore,SBI,DEBIT
26,JOB4,CASH,628,Reliance,Boston,HDFC,DEBIT
4,JOB1,NEFT,99,Xiaomi,NY,CITI,DEBIT
8,JOB2,RTGS,166,Airtel,Singapore,RBI,DEBIT
11,JOB3,IFT,263,Nucleus,London,ICICI,DEBIT
20,JOB4,CASH,803,Google,Mexico,SBI,CREDIT
3,JOB1,NEFT,57,Apple,Moscow,HDFC,DEBIT
9,JOB2,RTGS,104,Tesla,Taiwan,CITI,CREDIT
16,JOB3,IFT,180,Qualcomm,Tokyo,RBI,CREDIT
22,JOB4,CASH,594,Intel,Miami,ICICI,DEBIT
3,JOB1,NEFT,74,SpaceX,Nepal,SBI,CREDIT
7,JOB2,RTGS,128,Reliance,Assam,HDFC,DEBIT
11,JOB3,IFT,212,Xiaomi,Goa,CITI,DEBIT
21,JOB4,CASH,675,Airtel,Hyderabad,RBI,CREDIT
1,JOB1,NEFT,84,Nucleus,Noida,ICICI,CREDIT
6,JOB2,RTGS,144,Google,Delhi,SBI,DEBIT
15,JOB3,IFT,234,Apple,Mumbai,HDFC,CREDIT
21,JOB4,CASH,729,Tesla,Chennai,CITI,CREDIT
2,JOB1,NEFT,78,Qualcomm,Lucknow,RBI,DEBIT
8,JOB2,RTGS,134,Intel,Kolkata,ICICI,CREDIT
13,JOB3,IFT,221,SpaceX,Bangalore,SBI,CREDIT
27,JOB4,CASH,697,Reliance,Boston,HDFC,DEBIT
1,JOB1,NEFT,72,Xiaomi,NY,CITI,CREDIT
6,JOB2,RTGS,125,Airtel,Singapore,RBI,DEBIT
13,JOB3,IFT,209,Nucleus,London,ICICI,DEBIT
26,JOB4,CASH,667,Google,Mexico,SBI,DEBIT
3,JOB1,NEFT,101,Apple,Moscow,HDFC,DEBIT
6,JOB2,RTGS,170,Tesla,Taiwan,CITI,DEBIT
12,JOB3,IFT,268,Qualcomm,Tokyo,RBI,DEBIT
20,JOB4,CASH,815,Intel,Miami,ICICI,DEBIT
3,JOB1,NEFT,77,SpaceX,Nepal,SBI,DEBIT
9,JOB2,RTGS,133,Reliance,Assam,HDFC,CREDIT
10,JOB3,IFT,219,Xiaomi,Goa,CITI,CREDIT
22,JOB4,CASH,693,Airtel,Hyderabad,RBI,DEBIT
2,JOB1,NEFT,115,Nucleus,Noida,ICICI,DEBIT
9,JOB2,RTGS,191,Google,Delhi,SBI,DEBIT
12,JOB3,IFT,296,Apple,Mumbai,HDFC,DEBIT
24,JOB4,CASH,885,Tesla,Chennai,CITI,DEBIT
1,JOB1,NEFT,77,Qualcomm,Lucknow,RBI,CREDIT
9,JOB2,RTGS,133,Intel,Kolkata,ICICI,DEBIT
13,JOB3,IFT,218,SpaceX,Bangalore,SBI,DEBIT
26,JOB4,CASH,691,Reliance,Boston,HDFC,DEBIT
4,JOB1,NEFT,43,Xiaomi,NY,CITI,DEBIT
5,JOB2,RTGS,82,Airtel,Singapore,RBI,CREDIT
17,JOB3,IFT,151,Nucleus,London,ICICI,DEBIT
26,JOB4,CASH,523,Google,Mexico,SBI,DEBIT
3,JOB1,NEFT,91,Apple,Moscow,HDFC,CREDIT
6,JOB2,RTGS,155,Tesla,Taiwan,CITI,DEBIT
12,JOB3,IFT,248,Qualcomm,Tokyo,RBI,DEBIT
22,JOB4,CASH,765,Intel,Miami,ICICI,DEBIT
4,JOB1,NEFT,44,SpaceX,Nepal,SBI,CREDIT
7,JOB2,RTGS,83,Reliance,Assam,HDFC,DEBIT
12,JOB3,IFT,152,Xiaomi,Goa,CITI,CREDIT
22,JOB4,CASH,525,Airtel,Hyderabad,RBI,DEBIT
3,JOB1,NEFT,134,Nucleus,Noida,ICICI,DEBIT
5,JOB2,RTGS,218,Google,Delhi,SBI,CREDIT
15,JOB3,IFT,332,Apple,Mumbai,HDFC,DEBIT
24,JOB4,CASH,976,Tesla,Chennai,CITI,DEBIT
3,JOB1,NEFT,53,Qualcomm,Lucknow,RBI,CREDIT
6,JOB2,RTGS,98,Intel,Kolkata,ICICI,DEBIT
17,JOB3,IFT,172,SpaceX,Bangalore,SBI,DEBIT
20,JOB4,CASH,574,Reliance,Boston,HDFC,CREDIT
3,JOB1,NEFT,73,Xiaomi,NY,CITI,CREDIT
6,JOB2,RTGS,128,Airtel,Singapore,RBI,DEBIT
12,JOB3,IFT,211,Nucleus,London,ICICI,DEBIT
20,JOB4,CASH,674,Google,Mexico,SBI,CREDIT
4,JOB1,NEFT,95,Apple,Moscow,HDFC,DEBIT
5,JOB2,RTGS,160,Tesla,Taiwan,CITI,CREDIT
14,JOB3,IFT,255,Qualcomm,Tokyo,RBI,DEBIT
20,JOB4,CASH,782,Intel,Miami,ICICI,DEBIT
4,JOB1,NEFT,120,SpaceX,Nepal,SBI,DEBIT
7,JOB2,RTGS,197,Reliance,Assam,HDFC,DEBIT
12,JOB3,IFT,304,Xiaomi,Goa,CITI,DEBIT
26,JOB4,CASH,906,Airtel,Hyderabad,RBI,CREDIT
1,JOB1,NEFT,57,Nucleus,Noida,ICICI,DEBIT
6,JOB2,RTGS,103,Google,Delhi,SBI,DEBIT
12,JOB3,IFT,178,Apple,Mumbai,HDFC,DEBIT
20,JOB4,CASH,591,Tesla,Chennai,CITI,CREDIT
3,JOB1,NEFT,134,Qualcomm,Lucknow,RBI,DEBIT
9,JOB2,RTGS,219,Intel,Kolkata,ICICI,DEBIT
13,JOB3,IFT,333,SpaceX,Bangalore,SBI,CREDIT
20,JOB4,CASH,978,Reliance,Boston,HDFC,DEBIT
4,JOB1,NEFT,69,Xiaomi,NY,CITI,CREDIT
8,JOB2,RTGS,121,Airtel,Singapore,RBI,DEBIT
13,JOB3,IFT,203,Nucleus,London,ICICI,DEBIT
27,JOB4,CASH,653,Google,Mexico,SBI,DEBIT
1,JOB1,NEFT,99,Apple,Moscow,HDFC,CREDIT
9,JOB2,RTGS,167,Tesla,Taiwan,CITI,DEBIT
11,JOB3,IFT,264,Qualcomm,Tokyo,RBI,CREDIT
27,JOB4,CASH,804,Intel,Miami,ICICI,CREDIT
2,JOB1,NEFT,64,SpaceX,Nepal,SBI,DEBIT
6,JOB2,RTGS,114,Reliance,Assam,HDFC,CREDIT
15,JOB3,IFT,193,Xiaomi,Goa,CITI,DEBIT
26,JOB4,CASH,627,Airtel,Hyderabad,RBI,DEBIT
1,JOB1,NEFT,78,Nucleus,Noida,ICICI,DEBIT
6,JOB2,RTGS,135,Google,Delhi,SBI,DEBIT
17,JOB3,IFT,222,Apple,Mumbai,HDFC,DEBIT
20,JOB4,CASH,699,Tesla,Chennai,CITI,DEBIT
2,JOB1,NEFT,39,Qualcomm,Lucknow,RBI,CREDIT
6,JOB2,RTGS,76,Intel,Kolkata,ICICI,DEBIT
16,JOB3,IFT,143,SpaceX,Bangalore,SBI,DEBIT
23,JOB4,CASH,502,Reliance,Boston,HDFC,DEBIT
1,JOB1,NEFT,62,Xiaomi,NY,CITI,DEBIT
6,JOB2,RTGS,111,Airtel,Singapore,RBI,DEBIT
13,JOB3,IFT,189,Nucleus,London,ICICI,DEBIT
24,JOB4,CASH,618,Google,Mexico,SBI,DEBIT
2,JOB1,NEFT,110,Apple,Moscow,HDFC,DEBIT
8,JOB2,RTGS,182,Tesla,Taiwan,CITI,CREDIT
13,JOB3,IFT,284,Qualcomm,Tokyo,RBI,DEBIT
25,JOB4,CASH,856,Intel,Miami,ICICI,DEBIT
4,JOB1,NEFT,51,SpaceX,Nepal,SBI,CREDIT
8,JOB2,RTGS,93,Reliance,Assam,HDFC,DEBIT
17,JOB3,IFT,166,Xiaomi,Goa,CITI,DEBIT
26,JOB4,CASH,560,Airtel,Hyderabad,RBI,CREDIT
3,JOB1,NEFT,93,Nucleus,Noida,ICICI,DEBIT
9,JOB2,RTGS,157,Google,Delhi,SBI,CREDIT
11,JOB3,IFT,250,Apple,Mumbai,HDFC,DEBIT
21,JOB4,CASH,771,Tesla,Chennai,CITI,DEBIT
2,JOB1,NEFT,51,Qualcomm,Lucknow,RBI,CREDIT
9,JOB2,RTGS,94,Intel,Kolkata,ICICI,DEBIT
12,JOB3,IFT,166,SpaceX,Bangalore,SBI,DEBIT
21,JOB4,CASH,561,Reliance,Boston,HDFC,CREDIT
3,JOB1,NEFT,43,Xiaomi,NY,CITI,DEBIT
5,JOB2,RTGS,82,Airtel,Singapore,RBI,DEBIT
15,JOB3,IFT,151,Nucleus,London,ICICI,CREDIT
22,JOB4,CASH,522,Google,Mexico,SBI,CREDIT
3,JOB1,NEFT,122,Apple,Moscow,HDFC,DEBIT
5,JOB2,RTGS,201,Tesla,Taiwan,CITI,CREDIT
15,JOB3,IFT,310,Qualcomm,Tokyo,RBI,DEBIT
25,JOB4,CASH,920,Intel,Miami,ICICI,DEBIT
2,JOB1,NEFT,75,SpaceX,Nepal,SBI,CREDIT
5,JOB2,RTGS,130,Reliance,Assam,HDFC,DEBIT
12,JOB3,IFT,215,Xiaomi,Goa,CITI,DEBIT
27,JOB4,CASH,683,Airtel,Hyderabad,RBI,CREDIT
4,JOB1,NEFT,48,Nucleus,Noida,ICICI,CREDIT
7,JOB2,RTGS,90,Google,Delhi,SBI,DEBIT
16,JOB3,IFT,162,Apple,Mumbai,HDFC,CREDIT
24,JOB4,CASH,549,Tesla,Chennai,CITI,CREDIT
3,JOB1,NEFT,96,Qualcomm,Lucknow,RBI,DEBIT
5,JOB2,RTGS,161,Intel,Kolkata,ICICI,CREDIT
16,JOB3,IFT,256,SpaceX,Bangalore,SBI,CREDIT
23,JOB4,CASH,786,Reliance,Boston,HDFC,DEBIT
1,JOB1,NEFT,70,Xiaomi,NY,CITI,DEBIT
8,JOB2,RTGS,123,Airtel,Singapore,RBI,DEBIT
10,JOB3,IFT,205,Nucleus,London,ICICI,DEBIT
25,JOB4,CASH,659,Google,Mexico,SBI,DEBIT
4,JOB1,NEFT,87,Apple,Moscow,HDFC,DEBIT
6,JOB2,RTGS,148,Tesla,Taiwan,CITI,DEBIT
13,JOB3,IFT,238,Qualcomm,Tokyo,RBI,CREDIT
27,JOB4,CASH,741,Intel,Miami,ICICI,DEBIT
1,JOB1,NEFT,67,SpaceX,Nepal,SBI,DEBIT
6,JOB2,RTGS,118,Reliance,Assam,HDFC,DEBIT
13,JOB3,IFT,198,Xiaomi,Goa,CITI,CREDIT
23,JOB4,CASH,641,Airtel,Hyderabad,RBI,DEBIT
1,JOB1,NEFT,110,Nucleus,Noida,ICICI,DEBIT
9,JOB2,RTGS,182,Google,Delhi,SBI,DEBIT
13,JOB3,IFT,284,Apple,Mumbai,HDFC,DEBIT
24,JOB4,CASH,855,Tesla,Chennai,CITI,DEBIT
3,JOB1,NEFT,100,Qualcomm,Lucknow,RBI,CREDIT
6,JOB2,RTGS,168,Intel,Kolkata,ICICI,DEBIT
13,JOB3,IFT,265,SpaceX,Bangalore,SBI,CREDIT
27,JOB4,CASH,808,Reliance,Boston,HDFC,CREDIT
1,JOB1,NEFT,90,Xiaomi,NY,CITI,DEBIT
7,JOB2,RTGS,152,Airtel,Singapore,RBI,CREDIT
11,JOB3,IFT,244,Nucleus,London,ICICI,DEBIT
27,JOB4,CASH,756,Google,Mexico,SBI,DEBIT
3,JOB1,NEFT,128,Apple,Moscow,HDFC,DEBIT
7,JOB2,RTGS,210,Tesla,Taiwan,CITI,DEBIT
12,JOB3,IFT,321,Qualcomm,Tokyo,RBI,DEBIT
20,JOB4,CASH,947,Intel,Miami,ICICI,DEBIT
4,JOB1,NEFT,129,SpaceX,Nepal,SBI,CREDIT
5,JOB2,RTGS,211,Reliance,Assam,HDFC,DEBIT
13,JOB3,IFT,322,Xiaomi,Goa,CITI,DEBIT
22,JOB4,CASH,951,Airtel,Hyderabad,RBI,DEBIT
1,JOB1,NEFT,108,Nucleus,Noida,ICICI,DEBIT
9,JOB2,RTGS,180,Google,Delhi,SBI,CREDIT
16,JOB3,IFT,281,Apple,Mumbai,HDFC,DEBIT
26,JOB4,CASH,848,Tesla,Chennai,CITI,DEBIT
3,JOB1,NEFT,80,Qualcomm,Lucknow,RBI,DEBIT
7,JOB2,RTGS,137,Intel,Kolkata,ICICI,DEBIT
15,JOB3,IFT,225,SpaceX,Bangalore,SBI,DEBIT
26,JOB4,CASH,707,Reliance,Boston,HDFC,DEBIT
3,JOB1,NEFT,84,Xiaomi,NY,CITI,CREDIT
9,JOB2,RTGS,144,Airtel,Singapore,RBI,DEBIT
11,JOB3,IFT,233,Nucleus,London,ICICI,CREDIT
26,JOB4,CASH,728,Google,Mexico,SBI,CREDIT
4,JOB1,NEFT,45,Apple,Moscow,HDFC,DEBIT
5,JOB2,RTGS,85,Tesla,Taiwan,CITI,DEBIT
11,JOB3,IFT,155,Qualcomm,Tokyo,RBI,DEBIT
24,JOB4,CASH,532,Intel,Miami,ICICI,DEBIT
1,JOB1,NEFT,108,SpaceX,Nepal,SBI,CREDIT
7,JOB2,RTGS,179,Reliance,Assam,HDFC,CREDIT
12,JOB3,IFT,280,Xiaomi,Goa,CITI,DEBIT
26,JOB4,CASH,846,Airtel,Hyderabad,RBI,CREDIT
4,JOB1,NEFT,117,Nucleus,Noida,ICICI,DEBIT
7,JOB2,RTGS,193,Google,Delhi,SBI,DEBIT
11,JOB3,IFT,299,Apple,Mumbai,HDFC,DEBIT
20,JOB4,CASH,893,Tesla,Chennai,CITI,CREDIT
2,JOB1,NEFT,54,Qualcomm,Lucknow,RBI,DEBIT
6,JOB2,RTGS,98,Intel,Kolkata,ICICI,DEBIT
16,JOB3,IFT,173,SpaceX,Bangalore,SBI,CREDIT
21,JOB4,CASH,577,Reliance,Boston,HDFC,DEBIT
2,JOB1,NEFT,69,Xiaomi,NY,CITI,CREDIT
5,JOB2,RTGS,121,Airtel,Singapore,RBI,DEBIT
12,JOB3,IFT,203,Nucleus,London,ICICI,DEBIT
21,JOB4,CASH,653,Google,Mexico,SBI,CREDIT
3,JOB1,NEFT,65,Apple,Moscow,HDFC,CREDIT
8,JOB2,RTGS,114,Tesla,Taiwan,CITI,DEBIT
14,JOB3,IFT,194,Qualcomm,Tokyo,RBI,CREDIT
26,JOB4,CASH,630,Intel,Miami,ICICI,CREDIT
4,JOB1,NEFT,60,SpaceX,Nepal,SBI,DEBIT
7,JOB2,RTGS,107,Reliance,Assam,HDFC,CREDIT
10,JOB3,IFT,185,Xiaomi,Goa,CITI,DEBIT
22,JOB4,CASH,607,Airtel,Hyderabad,RBI,DEBIT
1,JOB1,NEFT,69,Nucleus,Noida,ICICI,CREDIT
8,JOB2,RTGS,122,Google,Delhi,SBI,CREDIT
12,JOB3,IFT,204,Apple,Mumbai,HDFC,DEBIT
20,JOB4,CASH,654,Tesla,Chennai,CITI,CREDIT
1,JOB1,NEFT,131,Qualcomm,Lucknow,RBI,CREDIT
6,JOB2,RTGS,214,Intel,Kolkata,ICICI,DEBIT
12,JOB3,IFT,326,SpaceX,Bangalore,SBI,CREDIT
24,JOB4,CASH,961,Reliance,Boston,HDFC,CREDIT
3,JOB1,NEFT,134,Xiaomi,NY,CITI,DEBIT
8,JOB2,RTGS,218,Airtel,Singapore,RBI,CREDIT
14,JOB3,IFT,332,Nucleus,London,ICICI,CREDIT
