25,0,0,0,1,0,0,0,1,845,5,15,0,1,0
2,1,0,0,0,1,0,0,0,50,6,16,1,0,1
9,0,1,0,0,0,1,0,0,92,7,17,2,0,1
16,0,0,1,0,0,0,1,0,165,8,18,3,1,0
24,0,0,0,1,0,0,0,1,556,9,19,4,0,1
1,1,0,0,0,1,0,0,0,47,0,0,0,1,0
8,0,1,0,0,0,1,0,0,88,1,1,1,1,0
13,0,0,1,0,0,0,1,0,158,2,2,2,0,1
22,0,0,0,1,0,0,0,1,540,3,3,3,0,1
4,1,0,0,0,1,0,0,0,106,4,4,4,1,0
5,0,1,0,0,0,1,0,0,177,5,5,0,0,1
17,0,0,1,0,0,0,1,0,278,6,6,1,1,0
22,0,0,0,1,0,0,0,1,839,7,7,2,0,1
4,1,0,0,0,1,0,0,0,93,8,8,3,0,1
7,0,1,0,0,0,1,0,0,157,9,9,4,0,1
16,0,0,1,0,0,0,1,0,251,0,10,0,1,0
27,0,0,0,1,0,0,0,1,773,1,11,1,0,1
2,1,0,0,0,1,0,0,0,67,2,12,2,0,1
8,0,1,0,0,0,1,0,0,118,3,13,3,1,0
16,0,0,1,0,0,0,1,0,199,4,14,4,0,1
20,0,0,0,1,0,0,0,1,642,5,15,0,0,1
3,1,0,0,0,1,0,0,0,47,6,16,1,1,0
8,0,1,0,0,0,1,0,0,88,7,17,2,0,1
14,0,0,1,0,0,0,1,0,159,8,18,3,0,1
20,0,0,0,1,0,0,0,1,543,9,19,4,1,0
2,1,0,0,0,1,0,0,0,42,0,0,0,0,1
9,0,1,0,0,0,1,0,0,80,1,1,1,0,1
15,0,0,1,0,0,0,1,0,148,2,2,2,1,0
20,0,0,0,1,0,0,0,1,516,3,3,3,0,1
3,1,0,0,0,1,0,0,0,130,4,4,4,1,0
6,0,1,0,0,0,1,0,0,212,5,5,0,1,0
11,0,0,1,0,0,0,1,0,324,6,6,1,0,1
27,0,0,0,1,0,0,0,1,956,7,7,2,1,0
3,1,0,0,0,1,0,0,0,105,8,8,3,1,0
8,0,1,0,0,0,1,0,0,175,9,9,4,0,1
17,0,0,1,0,0,0,1,0,275,0,10,0,0,1
25,0,0,0,1,0,0,0,1,832,1,11,1,1,0
3,1,0,0,0,1,0,0,0,77,2,12,2,0,1
6,0,1,0,0,0,1,0,0,133,3,13,3,1,0
10,0,0,1,0,0,0,1,0,218,4,14,4,1,0
24,0,0,0,1,0,0,0,1,690,5,15,0,0,1
3,1,0,0,0,1,0,0,0,85,6,16,1,0,1
5,0,1,0,0,0,1,0,0,146,7,17,2,0,1
11,0,0,1,0,0,0,1,0,236,8,18,3,0,1
23,0,0,0,1,0,0,0,1,734,9,19,4,0,1
2,1,0,0,0,1,0,0,0,40,0,0,0,1,0
5,0,1,0,0,0,1,0,0,78,1,1,1,0,1
14,0,0,1,0,0,0,1,0,145,2,2,2,1,0
21,0,0,0,1,0,0,0,1,507,3,3,3,0,1
1,1,0,0,0,1,0,0,0,50,4,4,4,0,1
5,0,1,0,0,0,1,0,0,93,5,5,0,1,0
16,0,0,1,0,0,0,1,0,165,6,6,1,1,0
22,0,0,0,1,0,0,0,1,558,7,7,2,0,1
2,1,0,0,0,1,0,0,0,138,8,8,3,1,0
7,0,1,0,0,0,1,0,0,225,9,9,4,0,1
11,0,0,1,0,0,0,1,0,341,0,10,0,0,1
27,0,0,0,1,0,0,0,1,998,1,11,1,1,0
1,1,0,0,0,1,0,0,0,71,2,12,2,0,1
6,0,1,0,0,0,1,0,0,124,3,13,3,0,1
10,0,0,1,0,0,0,1,0,207,4,14,4,0,1
22,0,0,0,1,0,0,0,1,663,5,15,0,0,1
3,1,0,0,0,1,0,0,0,58,6,16,1,0,1
9,0,1,0,0,0,1,0,0,104,7,17,2,0,1
16,0,0,1,0,0,0,1,0,180,8,18,3,1,0
22,0,0,0,1,0,0,0,1,596,9,19,4,0,1
4,1,0,0,0,1,0,0,0,110,0,0,0,0,1
8,0,1,0,0,0,1,0,0,183,1,1,1,1,0
13,0,0,1,0,0,0,1,0,285,2,2,2,0,1
23,0,0,0,1,0,0,0,1,858,3,3,3,0,1
2,1,0,0,0,1,0,0,0,85,4,4,4,0,1
9,0,1,0,0,0,1,0,0,145,5,5,0,0,1
17,0,0,1,0,0,0,1,0,235,6,6,1,1,0
21,0,0,0,1,0,0,0,1,732,7,7,2,0,1
1,1,0,0,0,1,0,0,0,61,8,8,3,0,1
8,0,1,0,0,0,1,0,0,109,9,9,4,0,1
15,0,0,1,0,0,0,1,0,187,0,10,0,0,1
20,0,0,0,1,0,0,0,1,613,1,11,1,0,1
4,1,0,0,0,1,0,0,0,61,2,12,2,1,0
9,0,1,0,0,0,1,0,0,109,3,13,3,0,1
15,0,0,1,0,0,0,1,0,187,4,14,4,0,1
24,0,0,0,1,0,0,0,1,613,5,15,0,0,1
2,1,0,0,0,1,0,0,0,52,6,16,1,0,1
5,0,1,0,0,0,1,0,0,95,7,17,2,0,1
11,0,0,1,0,0,0,1,0,168,8,18,3,1,0
25,0,0,0,1,0,0,0,1,566,9,19,4,1,0
4,1,0,0,0,1,0,0,0,67,0,0,0,0,1
5,0,1,0,0,0,1,0,0,119,1,1,1,1,0
17,0,0,1,0,0,0,1,0,199,2,2,2,1,0
23,0,0,0,1,0,0,0,1,644,3,3,3,0,1
1,1,0,0,0,1,0,0,0,64,4,4,4,1,0
9,0,1,0,0,0,1,0,0,114,5,5,0,0,1
15,0,0,1,0,0,0,1,0,193,6,6,1,0,1
26,0,0,0,1,0,0,0,1,628,7,7,2,0,1
4,1,0,0,0,1,0,0,0,99,8,8,3,0,1
8,0,1,0,0,0,1,0,0,166,9,9,4,0,1
11,0,0,1,0,0,0,1,0,263,0,10,0,0,1
20,0,0,0,1,0,0,0,1,803,1,11,1,1,0
3,1,0,0,0,1,0,0,0,57,2,12,2,0,1
9,0,1,0,0,0,1,0,0,104,3,13,3,1,0
16,0,0,1,0,0,0,1,0,180,4,14,4,1,0
22,0,0,0,1,0,0,0,1,594,5,15,0,0,1
3,1,0,0,0,1,0,0,0,74,6,16,1,1,0
7,0,1,0,0,0,1,0,0,128,7,17,2,0,1
11,0,0,1,0,0,0,1,0,212,8,18,3,0,1
21,0,0,0,1,0,0,0,1,675,9,19,4,1,0
1,1,0,0,0,1,0,0,0,84,0,0,0,1,0
6,0,1,0,0,0,1,0,0,144,1,1,1,0,1
15,0,0,1,0,0,0,1,0,234,2,2,2,1,0
21,0,0,0,1,0,0,0,1,729,3,3,3,1,0
2,1,0,0,0,1,0,0,0,78,4,4,4,0,1
8,0,1,0,0,0,1,0,0,134,5,5,0,1,0
13,0,0,1,0,0,0,1,0,221,6,6,1,1,0
27,0,0,0,1,0,0,0,1,697,7,7,2,0,1
1,1,0,0,0,1,0,0,0,72,8,8,3,1,0
6,0,1,0,0,0,1,0,0,125,9,9,4,0,1
13,0,0,1,0,0,0,1,0,209,0,10,0,0,1
26,0,0,0,1,0,0,0,1,667,1,11,1,0,1
3,1,0,0,0,1,0,0,0,101,2,12,2,0,1
6,0,1,0,0,0,1,0,0,170,3,13,3,0,1
12,0,0,1,0,0,0,1,0,268,4,14,4,0,1
20,0,0,0,1,0,0,0,1,815,5,15,0,0,1
3,1,0,0,0,1,0,0,0,77,6,16,1,0,1
9,0,1,0,0,0,1,0,0,133,7,17,2,1,0
10,0,0,1,0,0,0,1,0,219,8,18,3,1,0
22,0,0,0,1,0,0,0,1,693,9,19,4,0,1
2,1,0,0,0,1,0,0,0,115,0,0,0,0,1
9,0,1,0,0,0,1,0,0,191,1,1,1,0,1
12,0,0,1,0,0,0,1,0,296,2,2,2,0,1
24,0,0,0,1,0,0,0,1,885,3,3,3,0,1
1,1,0,0,0,1,0,0,0,77,4,4,4,1,0
9,0,1,0,0,0,1,0,0,133,5,5,0,0,1
13,0,0,1,0,0,0,1,0,218,6,6,1,0,1
26,0,0,0,1,0,0,0,1,691,7,7,2,0,1
4,1,0,0,0,1,0,0,0,43,8,8,3,0,1
5,0,1,0,0,0,1,0,0,82,9,9,4,1,0
17,0,0,1,0,0,0,1,0,151,0,10,0,0,1
26,0,0,0,1,0,0,0,1,523,1,11,1,0,1
3,1,0,0,0,1,0,0,0,91,2,12,2,1,0
6,0,1,0,0,0,1,0,0,155,3,13,3,0,1
12,0,0,1,0,0,0,1,0,248,4,14,4,0,1
22,0,0,0,1,0,0,0,1,765,5,15,0,0,1
4,1,0,0,0,1,0,0,0,44,6,16,1,1,0
7,0,1,0,0,0,1,0,0,83,7,17,2,0,1
12,0,0,1,0,0,0,1,0,152,8,18,3,1,0
22,0,0,0,1,0,0,0,1,525,9,19,4,0,1
3,1,0,0,0,1,0,0,0,134,0,0,0,0,1
5,0,1,0,0,0,1,0,0,218,1,1,1,1,0
15,0,0,1,0,0,0,1,0,332,2,2,2,0,1
24,0,0,0,1,0,0,0,1,976,3,3,3,0,1
3,1,0,0,0,1,0,0,0,53,4,4,4,1,0
6,0,1,0,0,0,1,0,0,98,5,5,0,0,1
17,0,0,1,0,0,0,1,0,172,6,6,1,0,1
20,0,0,0,1,0,0,0,1,574,7,7,2,1,0
3,1,0,0,0,1,0,0,0,73,8,8,3,1,0
6,0,1,0,0,0,1,0,0,128,9,9,4,0,1
12,0,0,1,0,0,0,1,0,211,0,10,0,0,1
20,0,0,0,1,0,0,0,1,674,1,11,1,1,0
4,1,0,0,0,1,0,0,0,95,2,12,2,0,1
5,0,1,0,0,0,1,0,0,160,3,13,3,1,0
14,0,0,1,0,0,0,1,0,255,4,14,4,0,1
20,0,0,0,1,0,0,0,1,782,5,15,0,0,1
4,1,0,0,0,1,0,0,0,120,6,16,1,0,1
7,0,1,0,0,0,1,0,0,197,7,17,2,0,1
12,0,0,1,0,0,0,1,0,304,8,18,3,0,1
26,0,0,0,1,0,0,0,1,906,9,19,4,1,0
1,1,0,0,0,1,0,0,0,57,0,0,0,0,1
6,0,1,0,0,0,1,0,0,103,1,1,1,0,1
12,0,0,1,0,0,0,1,0,178,2,2,2,0,1
20,0,0,0,1,0,0,0,1,591,3,3,3,1,0
3,1,0,0,0,1,0,0,0,134,4,4,4,0,1
9,0,1,0,0,0,1,0,0,219,5,5,0,0,1
13,0,0,1,0,0,0,1,0,333,6,6,1,1,0
20,0,0,0,1,0,0,0,1,978,7,7,2,0,1
4,1,0,0,0,1,0,0,0,69,8,8,3,1,0
8,0,1,0,0,0,1,0,0,121,9,9,4,0,1
13,0,0,1,0,0,0,1,0,203,0,10,0,0,1
27,0,0,0,1,0,0,0,1,653,1,11,1,0,1
1,1,0,0,0,1,0,0,0,99,2,12,2,1,0
9,0,1,0,0,0,1,0,0,167,3,13,3,0,1
11,0,0,1,0,0,0,1,0,264,4,14,4,1,0
27,0,0,0,1,0,0,0,1,804,5,15,0,1,0
2,1,0,0,0,1,0,0,0,64,6,16,1,0,1
6,0,1,0,0,0,1,0,0,114,7,17,2,1,0
15,0,0,1,0,0,0,1,0,193,8,18,3,0,1
26,0,0,0,1,0,0,0,1,627,9,19,4,0,1
1,1,0,0,0,1,0,0,0,78,0,0,0,0,1
6,0,1,0,0,0,1,0,0,135,1,1,1,0,1
17,0,0,1,0,0,0,1,0,222,2,2,2,0,1
20,0,0,0,1,0,0,0,1,699,3,3,3,0,1
2,1,0,0,0,1,0,0,0,39,4,4,4,1,0
6,0,1,0,0,0,1,0,0,76,5,5,0,0,1
16,0,0,1,0,0,0,1,0,143,6,6,1,0,1
23,0,0,0,1,0,0,0,1,502,7,7,2,0,1
1,1,0,0,0,1,0,0,0,62,8,8,3,0,1
6,0,1,0,0,0,1,0,0,111,9,9,4,0,1
13,0,0,1,0,0,0,1,0,189,0,10,0,0,1
24,0,0,0,1,0,0,0,1,618,1,11,1,0,1
2,1,0,0,0,1,0,0,0,110,2,12,2,0,1
8,0,1,0,0,0,1,0,0,182,3,13,3,1,0
13,0,0,1,0,0,0,1,0,284,4,14,4,0,1
25,0,0,0,1,0,0,0,1,856,5,15,0,0,1
4,1,0,0,0,1,0,0,0,51,6,16,1,1,0
8,0,1,0,0,0,1,0,0,93,7,17,2,0,1
17,0,0,1,0,0,0,1,0,166,8,18,3,0,1
26,0,0,0,1,0,0,0,1,560,9,19,4,1,0
3,1,0,0,0,1,0,0,0,93,0,0,0,0,1
9,0,1,0,0,0,1,0,0,157,1,1,1,1,0
11,0,0,1,0,0,0,1,0,250,2,2,2,0,1
21,0,0,0,1,0,0,0,1,771,3,3,3,0,1
2,1,0,0,0,1,0,0,0,51,4,4,4,1,0
9,0,1,0,0,0,1,0,0,94,5,5,0,0,1
12,0,0,1,0,0,0,1,0,166,6,6,1,0,1
21,0,0,0,1,0,0,0,1,561,7,7,2,1,0
3,1,0,0,0,1,0,0,0,43,8,8,3,0,1
5,0,1,0,0,0,1,0,0,82,9,9,4,0,1
15,0,0,1,0,0,0,1,0,151,0,10,0,1,0
22,0,0,0,1,0,0,0,1,522,1,11,1,1,0
3,1,0,0,0,1,0,0,0,122,2,12,2,0,1
5,0,1,0,0,0,1,0,0,201,3,13,3,1,0
15,0,0,1,0,0,0,1,0,310,4,14,4,0,1
25,0,0,0,1,0,0,0,1,920,5,15,0,0,1
2,1,0,0,0,1,0,0,0,75,6,16,1,1,0
5,0,1,0,0,0,1,0,0,130,7,17,2,0,1
12,0,0,1,0,0,0,1,0,215,8,18,3,0,1
27,0,0,0,1,0,0,0,1,683,9,19,4,1,0
4,1,0,0,0,1,0,0,0,48,0,0,0,1,0
7,0,1,0,0,0,1,0,0,90,1,1,1,0,1
16,0,0,1,0,0,0,1,0,162,2,2,2,1,0
24,0,0,0,1,0,0,0,1,549,3,3,3,1,0
3,1,0,0,0,1,0,0,0,96,4,4,4,0,1
5,0,1,0,0,0,1,0,0,161,5,5,0,1,0
16,0,0,1,0,0,0,1,0,256,6,6,1,1,0
23,0,0,0,1,0,0,0,1,786,7,7,2,0,1
1,1,0,0,0,1,0,0,0,70,8,8,3,0,1
8,0,1,0,0,0,1,0,0,123,9,9,4,0,1
10,0,0,1,0,0,0,1,0,205,0,10,0,0,1
25,0,0,0,1,0,0,0,1,659,1,11,1,0,1
4,1,0,0,0,1,0,0,0,87,2,12,2,0,1
6,0,1,0,0,0,1,0,0,148,3,13,3,0,1
13,0,0,1,0,0,0,1,0,238,4,14,4,1,0
27,0,0,0,1,0,0,0,1,741,5,15,0,0,1
1,1,0,0,0,1,0,0,0,67,6,16,1,0,1
6,0,1,0,0,0,1,0,0,118,7,17,2,0,1
13,0,0,1,0,0,0,1,0,198,8,18,3,1,0
23,0,0,0,1,0,0,0,1,641,9,19,4,0,1
1,1,0,0,0,1,0,0,0,110,0,0,0,0,1
9,0,1,0,0,0,1,0,0,182,1,1,1,0,1
13,0,0,1,0,0,0,1,0,284,2,2,2,0,1
24,0,0,0,1,0,0,0,1,855,3,3,3,0,1
3,1,0,0,0,1,0,0,0,100,4,4,4,1,0
6,0,1,0,0,0,1,0,0,168,5,5,0,0,1
13,0,0,1,0,0,0,1,0,265,6,6,1,1,0
27,0,0,0,1,0,0,0,1,808,7,7,2,1,0
1,1,0,0,0,1,0,0,0,90,8,8,3,0,1
7,0,1,0,0,0,1,0,0,152,9,9,4,1,0
11,0,0,1,0,0,0,1,0,244,0,10,0,0,1
27,0,0,0,1,0,0,0,1,756,1,11,1,0,1
3,1,0,0,0,1,0,0,0,128,2,12,2,0,1
7,0,1,0,0,0,1,0,0,210,3,13,3,0,1
12,0,0,1,0,0,0,1,0,321,4,14,4,0,1
20,0,0,0,1,0,0,0,1,947,5,15,0,0,1
4,1,0,0,0,1,0,0,0,129,6,16,1,1,0
5,0,1,0,0,0,1,0,0,211,7,17,2,0,1
13,0,0,1,0,0,0,1,0,322,8,18,3,0,1
22,0,0,0,1,0,0,0,1,951,9,19,4,0,1
1,1,0,0,0,1,0,0,0,108,0,0,0,0,1
9,0,1,0,0,0,1,0,0,180,1,1,1,1,0
16,0,0,1,0,0,0,1,0,281,2,2,2,0,1
26,0,0,0,1,0,0,0,1,848,3,3,3,0,1
3,1,0,0,0,1,0,0,0,80,4,4,4,0,1
7,0,1,0,0,0,1,0,0,137,5,5,0,0,1
15,0,0,1,0,0,0,1,0,225,6,6,1,0,1
26,0,0,0,1,0,0,0,1,707,7,7,2,0,1
3,1,0,0,0,1,0,0,0,84,8,8,3,1,0
9,0,1,0,0,0,1,0,0,144,9,9,4,0,1
11,0,0,1,0,0,0,1,0,233,0,10,0,1,0
26,0,0,0,1,0,0,0,1,728,1,11,1,1,0
4,1,0,0,0,1,0,0,0,45,2,12,2,0,1
5,0,1,0,0,0,1,0,0,85,3,13,3,0,1
11,0,0,1,0,0,0,1,0,155,4,14,4,0,1
24,0,0,0,1,0,0,0,1,532,5,15,0,0,1
1,1,0,0,0,1,0,0,0,108,6,16,1,1,0
7,0,1,0,0,0,1,0,0,179,7,17,2,1,0
12,0,0,1,0,0,0,1,0,280,8,18,3,0,1
26,0,0,0,1,0,0,0,1,846,9,19,4,1,0
4,1,0,0,0,1,0,0,0,117,0,0,0,0,1
7,0,1,0,0,0,1,0,0,193,1,1,1,0,1
11,0,0,1,0,0,0,1,0,299,2,2,2,0,1
20,0,0,0,1,0,0,0,1,893,3,3,3,1,0
2,1,0,0,0,1,0,0,0,54,4,4,4,0,1
6,0,1,0,0,0,1,0,0,98,5,5,0,0,1
16,0,0,1,0,0,0,1,0,173,6,6,1,1,0
21,0,0,0,1,0,0,0,1,577,7,7,2,0,1
2,1,0,0,0,1,0,0,0,69,8,8,3,1,0
5,0,1,0,0,0,1,0,0,121,9,9,4,0,1
12,0,0,1,0,0,0,1,0,203,0,10,0,0,1
21,0,0,0,1,0,0,0,1,653,1,11,1,1,0
3,1,0,0,0,1,0,0,0,65,2,12,2,1,0
8,0,1,0,0,0,1,0,0,114,3,13,3,0,1
14,0,0,1,0,0,0,1,0,194,4,14,4,1,0
26,0,0,0,1,0,0,0,1,630,5,15,0,1,0
4,1,0,0,0,1,0,0,0,60,6,16,1,0,1
7,0,1,0,0,0,1,0,0,107,7,17,2,1,0
10,0,0,1,0,0,0,1,0,185,8,18,3,0,1
22,0,0,0,1,0,0,0,1,607,9,19,4,0,1
1,1,0,0,0,1,0,0,0,69,0,0,0,1,0
8,0,1,0,0,0,1,0,0,122,1,1,1,1,0
12,0,0,1,0,0,0,1,0,204,2,2,2,0,1
20,0,0,0,1,0,0,0,1,654,3,3,3,1,0
1,1,0,0,0,1,0,0,0,131,4,4,4,1,0
6,0,1,0,0,0,1,0,0,214,5,5,0,0,1
12,0,0,1,0,0,0,1,0,326,6,6,1,1,0
24,0,0,0,1,0,0,0,1,961,7,7,2,1,0
3,1,0,0,0,1,0,0,0,134,8,8,3,0,1
8,0,1,0,0,0,1,0,0,218,9,9,4,1,0
14,0,0,1,0,0,0,1,0,332,0,10,0,1,0
21,0,0,0,1,0,0,0,1,975,1,11,1,0,1
4,1,0,0,0,1,0,0,0,91,2,12,2,1,0
7,0,1,0,0,0,1,0,0,154,3,13,3,1,0
16,0,0,1,0,0,0,1,0,247,4,14,4,0,1
26,0,0,0,1,0,0,0,1,762,5,15,0,0,1
3,1,0,0,0,1,0,0,0,130,6,16,1,1,0
5,0,1,0,0,0,1,0,0,213,7,17,2,0,1
11,0,0,1,0,0,0,1,0,325,8,18,3,1,0
24,0,0,0,1,0,0,0,1,957,9,19,4,0,1
4,1,0,0,0,1,0,0,0,107,0,0,0,0,1
5,0,1,0,0,0,1,0,0,178,1,1,1,1,0
10,0,0,1,0,0,0,1,0,279,2,2,2,1,0
23,0,0,0,1,0,0,0,1,841,3,3,3,0,1
4,1,0,0,0,1,0,0,0,87,4,4,4,0,1
8,0,1,0,0,0,1,0,0,148,5,5,0,1,0
15,0,0,1,0,0,0,1,0,239,6,6,1,0,1
27,0,0,0,1,0,0,0,1,742,7,7,2,0,1
4,1,0,0,0,1,0,0,0,88,8,8,3,0,1
8,0,1,0,0,0,1,0,0,149,9,9,4,0,1
17,0,0,1,0,0,0,1,0,240,0,10,0,1,0
23,0,0,0,1,0,0,0,1,745,1,11,1,1,0
2,1,0,0,0,1,0,0,0,103,2,12,2,0,1
9,0,1,0,0,0,1,0,0,172,3,13,3,0,1
15,0,0,1,0,0,0,1,0,270,4,14,4,1,0
25,0,0,0,1,0,0,0,1,821,5,15,0,0,1
4,1,0,0,0,1,0,0,0,73,6,16,1,1,0
9,0,1,0,0,0,1,0,0,127,7,17,2,1,0
16,0,0,1,0,0,0,1,0,211,8,18,3,0,1
26,0,0,0,1,0,0,0,1,673,9,19,4,0,1
1,1,0,0,0,1,0,0,0,117,0,0,0,1,0
9,0,1,0,0,0,1,0,0,194,1,1,1,0,1
13,0,0,1,0,0,0,1,0,300,2,2,2,0,1
27,0,0,0,1,0,0,0,1,894,3,3,3,1,0
2,1,0,0,0,1,0,0,0,75,4,4,4,0,1
8,0,1,0,0,0,1,0,0,131,5,5,0,1,0
10,0,0,1,0,0,0,1,0,215,6,6,1,1,0
25,0,0,0,1,0,0,0,1,684,7,7,2,0,1
2,1,0,0,0,1,0,0,0,101,8,8,3,0,1
5,0,1,0,0,0,1,0,0,169,9,9,4,0,1
12,0,0,1,0,0,0,1,0,267,0,10,0,0,1
21,0,0,0,1,0,0,0,1,812,1,11,1,0,1
2,1,0,0,0,1,0,0,0,38,2,12,2,1,0
9,0,1,0,0,0,1,0,0,75,3,13,3,0,1
14,0,0,1,0,0,0,1,0,142,4,14,4,1,0
26,0,0,0,1,0,0,0,1,499,5,15,0,1,0
3,1,0,0,0,1,0,0,0,39,6,16,1,0,1
6,0,1,0,0,0,1,0,0,77,7,17,2,1,0
12,0,0,1,0,0,0,1,0,144,8,18,3,0,1
20,0,0,0,1,0,0,0,1,504,9,19,4,0,1
1,1,0,0,0,1,0,0,0,70,0,0,0,0,1
9,0,1,0,0,0,1,0,0,122,1,1,1,0,1
15,0,0,1,0,0,0,1,0,204,2,2,2,0,1
22,0,0,0,1,0,0,0,1,655,3,3,3,1,0
2,1,0,0,0,1,0,0,0,76,4,4,4,0,1
6,0,1,0,0,0,1,0,0,131,5,5,0,0,1
